Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
002343,00248200,Maryville University of Saint Louis,650 Maryville University Drive,St. Louis,MO,63141-7299,41,4,9.76%,89,140861
002352,00248800,Missouri Southern State University,3950 E. Newman Road,Joplin,MO,64801-1595,224,44,19.64%,364,734528
002384,00250300,Missouri State University,901 South National,Springfield,MO,65897-0094,369,51,13.82%,710,804429
002396,00251700,Missouri University of Science and Technology,300 West 13th Street,Rolla,MO,65409-0250,254,29,11.42%,320,780857
002353,00248900,Missouri Valley College,500 East College Street,Marshall,MO,65340-3197,14,1,7.14%,623,844152
002354,00249000,Missouri Western State University,4525 Downs Drive,Saint Joseph,MO,64507-2294,102,18,17.65%,420,600682
002360,00249600,Northwest Missouri State University,800 University Drive,Maryville,MO,64468-6001,200,31,15.5%,134,165092
002363,00249800,Park University,8700 Northwest River Park Drive,Parkville,MO,64152-3795,34,2,5.88%,63,879652
002368,00249900,Rockhurst University,1100 Rockhurst Road,Kansas City,MO,64110-2561,151,19,12.58%,257,394481
002371,00250400,Saint Louis College of Pharmacy,4588 Parkview Place,Saint Louis,MO,63110-1088,33,3,9.09%,12,48497
002375,00250600,Saint Louis University,One Grand Boulevard,Saint Louis,MO,63103-2097,410,40,9.76%,296,1188709
005457,00978200,Saint Luke's College of Health Sciences,624 Westport Road,Kansas City,MO,64111-3128,22,2,9.09%,20,57676
002382,00250100,Southeast Missouri State University,One University Plaza,Cape Girardeau,MO,63701-4799,202,38,18.81%,378,976767
002383,00250200,Southwest Baptist University,1600 University Avenue,Bolivar,MO,65613-2597,269,58,21.56%,631,1275419
002386,00251200,Stephens College,1200 East Broadway,Columbia,MO,65215-0001,31,7,22.58%,135,376172
002359,00249500,Truman State University,100 East Normal Street,Kirksville,MO,63501-4221,218,24,11.01%,199,376055
002293,00245400,University of Central Missouri,202 Administration Building,Warrensburg,MO,64093-5001,471,100,21.23%,580,909152
002394,00251600,University of Missouri - Columbia,11 Jesse Hall,Columbia,MO,65211-1600,1088,125,11.49%,620,1111923
002395,00251800,University of Missouri - Kansas City,5100 Rockhill Road,Kansas City,MO,64110-2497,340,52,15.29%,838,1486702
002397,00251900,University of Missouri - Saint Louis,One University Boulevard,St Louis,MO,63121-4499,278,86,30.94%,586,639509
002399,00252000,Washington University in St. Louis,One Brookings Drive,St Louis,MO,63130-4899,1022,25,2.45%,251,1740263
002402,00252100,Webster University,470 East Lockwood Avenue,Saint Louis,MO,63119-3194,94,27,28.72%,170,439726
002404,00252300,Westminster College,501 Westminster Avenue,Fulton,MO,65251-1299,46,9,19.57%,84,152452
002405,00252400,William Jewell College,500 College Hill,Liberty,MO,64068-1896,143,21,14.69%,218,455725
002406,00252500,William Woods University,One University Avenue,Fulton,MO,65251-2388,52,12,23.08%,117,238410
002411,00252600,Carroll College,1601 North Benton Avenue,Helena,MT,59625-0002,113,17,15.04%,120,240827
002414,00252900,Dawson Community College,300 College Drive,Glendive,MT,59330-1405,21,9,42.86%,26,48369
002415,00253000,Montana State University - Billings,1500 University Drive,Billings,MT,59101-0298,161,31,19.25%,607,1030903
002426,00253300,Montana State University - Northern,300 West 11th Street,Havre,MT,59501-3148,69,10,14.49%,223,322983
002425,00253200,Montana State University Bozeman,Strand Union Building  Room 183,Bozeman,MT,59717-4160,805,101,12.55%,612,1287279
002424,00253100,Montana Tech of the University of Montana,1300 West Park Street,Butte,MT,59701-8997,68,13,19.12%,94,216818
002427,00253400,Rocky Mountain College,1511 Poly Drive,Billings,MT,59102-1796,34,4,11.76%,81,173317
002413,00252700,University of Great Falls,1301 20th Street South,Great Falls,MT,59405-4996,54,11,20.37%,140,243905
002428,00253600,University of Montana (The),33 Campus Drive,Missoula,MT,59812-0001,648,87,13.43%,1009,1585762
002429,00253700,University of Montana Western (The),710 South Atlantic Street,Dillon,MT,59725-3598,60,8,13.33%,133,170386
002440,00253900,Chadron State College,1000 Main Street,Chadron,NE,69337-2690,60,6,10%,6,12413
002441,00254000,College of Saint Mary,7000 Mercy Road,Omaha,NE,68106-2606,68,9,13.24%,66,127884
002442,00254100,Concordia University,800 North Columbia Avenue,Seward,NE,68434-1594,60,9,15%,55,94094
002444,00254200,Creighton University,2500 California Plaza,Omaha,NE,68178-0001,499,36,7.21%,260,1177893
002446,00254400,Doane College,1014 Boswell Avenue,Crete,NE,68333-2421,112,2,1.79%,126,147155
002449,00254800,Hastings College,710 North Turner Avenue,Hastings,NE,68901-7621,154,16,10.39%,181,250663
005064,01151900,Joseph's College Cosmetology,5801 O Street,Lincoln,NE,68510-2226,37,5,13.51%,280,575466
002460,00255300,Midland University,900 North Clarkson Street,Fremont,NE,68025-4254,156,38,24.36%,304,948311
007575,00640400,Nebraska Methodist College of Nursing & Allied Health,Josie Harper Campus,Omaha,NE,68114-2852,12,0,0%,2,2625
002462,00255500,Nebraska Wesleyan University,5000 Saint Paul Avenue,Lincoln,NE,68504-2796,163,19,11.66%,133,166435
002476,00256300,Union College,3800 South 48th Street,Lincoln,NE,68506-4387,72,6,8.33%,89,229262
002479,00256500,University of Nebraska,201 Administration Building,Lincoln,NE,68588-0419,916,131,14.3%,1135,1825404
002455,00255100,University of Nebraska - Kearney,Founders Hall,Kearney,NE,68849-0001,213,20,9.39%,107,176079
002480,00255400,University of Nebraska - Omaha,60th & Dodge Street,Omaha,NE,68182-0001,247,57,23.08%,339,1017302
002478,00689500,University of Nebraska Medical Center,984265 Nebraska Medical Center,Omaha,NE,68198-4265,190,6,3.16%,29,98771
002481,00256600,Wayne State College,1111 Main Street,Wayne,NE,68787-1172,78,6,7.69%,43,72211
002483,00256700,York College,1125 East 8th Street,York,NE,68467-2699,43,10,23.26%,175,306099
002495,02107700,Truckee Meadows Community College,7000 Dandini Boulevard,Reno,NV,89512-3999,20,2,10%,28,49529
002494,00256800,University of Nevada   Reno,North Virginia Street,Reno,NV,89557-0002,132,16,12.12%,136,305413
002493,00256900,University of Nevada - Las Vegas,4505 South Maryland Parkway,Las Vegas,NV,89154-1001,140,24,17.14%,269,582147
002500,00257200,Colby-Sawyer College,541 Main Street,New London,NH,03257-4648,49,3,6.12%,14,45736
002510,00473100,Daniel Webster College,20 University Drive,Nashua,NH,03063-1300,43,7,16.28%,130,272087
002503,00257300,Dartmouth College,207 Parkhurst Hall,Hanover,NH,03755-3529,295,11,3.73%,168,1132169
002505,00257500,Franklin Pierce University,40 University Drive,Rindge,NH,03461-0060,135,25,18.52%,456,1226930
002519,00258300,Great Bay Community College,320 Corporate Drive,Portsmouth,NH,03801-2807,27,4,14.81%,51,62796
002507,00259000,Keene State College,229 Main Street,Keene,NH,03435-1504,115,14,12.17%,156,336140
002516,00755500,Lakes Region Community College,379 Belmont Road,Laconia,NH,03246-1326,38,2,5.26%,42,30831
002517,00258200,Manchester Community College,1066 Front Street,Manchester,NH,03102-8518,28,4,14.29%,55,67613
002506,00472900,Mount Washington College,3 Sundial Avenue,Manchester,NH,03103-7230,123,57,46.34%,971,2076140
002513,00258100,NHTI  - Concord's Community College,31 College Drive,Concord,NH,03301-7412,46,12,26.09%,225,201398
002518,00923600,Nashua Community College,505 Amherst Street,Nashua,NH,03063-2052,65,19,29.23%,77,75554
002511,00257900,New England College,98 Bridge Street,Henniker,NH,03242-3293,133,32,24.06%,379,862043
002521,00259100,Plymouth State University of the University System of New Hampshire,17 High Street,Plymouth,NH,03264-1595,212,43,20.28%,363,502861
002515,00756000,River Valley Community College,One College Place,Claremont,NH,03743-9707,52,11,21.15%,32,29830
002522,00258600,Rivier University,420 South Main Street,Nashua,NH,03060-5086,64,11,17.19%,58,74559
002523,00258700,Saint Anselm College,100 Saint Anselm Drive,Manchester,NH,03102-1310,98,5,5.1%,93,289087
002512,00258000,Southern New Hampshire University,2500 North River Road,Manchester,NH,03106-1045,278,33,11.87%,322,547118
002524,00258900,University of New Hampshire,Main Street,Durham,NH,03824-2511,1202,71,5.91%,776,1375186
005230,02097900,University of New Hampshire School of Law,2 White Street,Concord,NH,03301-9912,67,5,7.46%,24,87818
002514,00529100,White Mountains Community College,2020 Riverside Drive,Berlin,NH,03570-3799,60,20,33.33%,102,75188
002533,00794700,Beth Medrash Govoha of America,617 Sixth Street,Lakewood,NJ,08701-2754,105,0,0%,33,39074
002542,00259900,Centenary College,400 Jefferson Street,Hackettstown,NJ,07840-2184,54,2,3.7%,199,340062
002618,00264200,College of New Jersey (The),2000 Pennington Road,Ewing,NJ,08628-0718,102,9,8.82%,461,1072424
002546,00260000,College of Saint Elizabeth,2 Convent Road,Morristown,NJ,07960-6989,58,23,39.66%,195,486051
002554,00260300,Drew University,36 Madison Avenue,Madison,NJ,07940-4063,109,25,22.94%,244,1153012
002560,00710700,Essex County College,303 University Avenue,Newark,NJ,07102-1798,0,0,0%,955,354067
002561,00260700,Fairleigh Dickinson University,1000 River Road,Teaneck,NJ,07666-1996,301,57,18.94%,1337,2584352
002565,00260800,Georgian Court University,900 Lakewood Avenue,Lakewood,NJ,08701-2697,0,0,0%,12,16219
002574,00262200,Kean University,1000 Morris Avenue,Union,NJ,07083-7131,138,22,15.94%,535,582718
002584,00261500,Middlesex County College,2600 Woodbridge Avenue,Edison,NJ,08818-3050,0,0,0%,97,68419
002585,00261600,Monmouth University,400 Cedar Avenue,West Long Branch,NJ,07764-1898,376,22,5.85%,577,977175
002586,00261700,Montclair State University,1 Normal Avenue,Montclair,NJ,07043-9987,192,32,16.67%,605,1374360
002571,00261300,New Jersey City University,2039 Kennedy Boulevard,Jersey City,NJ,07305-1597,42,10,23.81%,464,685035
002589,00262100,New Jersey Institute of Technology,323 Martin Luther King Blvd.,Newark,NJ,07102-1982,110,15,13.64%,323,447441
002591,00262400,Ocean County College,College Drive,Toms River,NJ,08754-2001,1,1,100%,9,8814
005943,02131600,Pennco Tech,99 Erial Road,Blackwood,NJ,08012-9961,16,5,31.25%,36,66762
002595,00262600,Princeton Theological Seminary,64 Mercer Street,Princeton,NJ,08540-0803,53,3,5.66%,67,262663
002596,00262700,Princeton University,1 Nassau Hall,Princeton,NJ,08544-0001,103,1,.97%,12,77942
002597,00860900,Rabbinical College of America,226 Sussex Avenue,Morristown,NJ,07960-3600,0,0,0%,46,85256
002599,00934400,Ramapo College of New Jersey,505 Ramapo Valley Road,Mahwah,NJ,07430-1680,61,17,27.87%,446,529221
002613,00934500,Richard Stockton College of New Jersey (The),101 Vera King Farris Drive,Galloway,NJ,08205-9441,76,12,15.79%,308,677457
002600,00262800,Rider University,2083 Lawrenceville Road,Lawrenceville,NJ,08648-3099,531,48,9.04%,794,1513738
002566,00260900,Rowan University,201 Mullica Hill Road,Glassboro,NJ,08028-1702,52,1,1.92%,32,228455
002602,00262900,Rutgers  the State University of New Jersey,Old Queens Building,New Brunswick,NJ,08901-1281,1778,138,7.76%,3012,7690072
002604,00263800,Saint Peter's University,2641 Kennedy Boulevard,Jersey City,NJ,07306-5997,0,0,0%,66,104749
002610,00263200,Seton Hall University,400 South Orange Avenue,South Orange,NJ,07079-2697,256,46,17.97%,1183,3512792
002612,00263900,Stevens Institute of Technology,Castle Point on Hudson,Hoboken,NJ,07030-5370,296,27,9.12%,392,1067695
002616,00545200,Teterboro School of Aeronautics,80 Moonachie Avenue,Teterboro,NJ,07608-1083,4,1,25%,9,18013
002633,00262500,William Paterson University of New Jersey,300 Pompton Road,Wayne,NJ,07470-2152,142,37,26.06%,306,330599
002635,00474200,Central New Mexico Community College,525 Buena Vista South East,Albuquerque,NM,87106-4096,24,2,8.33%,8,12593
002641,00265100,Eastern New Mexico University,Highway #70,Portales,NM,88130-6000,188,22,11.7%,1011,2804108
002646,00265300,New Mexico Highlands University,National Avenue,Las Vegas,NM,87701-4436,25,2,8%,62,171251
002647,00265400,New Mexico Institute of Mining & Technology,801 Leroy Place,Socorro,NM,87801-4796,62,4,6.45%,63,223509
002649,00265600,New Mexico Military Institute,101 West College,Roswell,NM,88201-5173,16,4,25%,8,14652
002650,00265700,New Mexico State University,University Avenue  MSC 5100,Las Cruces,NM,88003-8001,769,151,19.64%,1176,2845516
002651,02083900,Northern New Mexico College,State Highway 554,El Rito,NM,87530-0000,14,0,0%,13,51809
002652,00209300,Saint John's College,1160 Camino Cruz Blanca,Santa Fe,NM,87505-4599,39,3,7.69%,29,155228
002637,00264900,Santa Fe University of Art and Design,1600 Saint Michael's Drive,Santa Fe,NM,87505-7634,34,13,38.24%,208,597478
002658,00266300,University of New Mexico,Scholes Hall Room 160,Albuquerque,NM,87131-0001,292,41,14.04%,443,1143836
002659,00266400,Western New Mexico University,1000 W. College Avenue,Silver City,NM,88061-5417,19,3,15.79%,279,576358
002663,00266600,Adelphi University,South Avenue,Garden City,NY,11530-4299,237,11,4.64%,176,397407
002668,00288500,Albany College of Pharmacy and Health Sciences,106 New Scotland Avenue,Albany,NY,12208-3492,99,6,6.06%,47,62667
002669,00288600,Albany Law School of Union University,80 New Scotland Avenue,Albany,NY,12208-3494,176,9,5.11%,76,471788
005337,00288700,Albany Medical College,47 New Scotland Avenue,Albany,NY,12208-3479,53,0,0%,15,140944
002671,00266800,Alfred University,Carnegie Hall  1 Saxon Drive,Alfred,NY,14802-1205,189,26,13.76%,267,690537
002681,00643500,Arnot Ogden Medical Center,600 Roe Avenue,Elmira,NY,14905-1676,1,0,0%,1,2500
002690,00266900,Bank Street College of Education,610 West 112th Street,New York,NY,10025-1898,47,5,10.64%,20,92650
002691,00267100,Bard College,Annandale Road,Annandale-on-Hudson,NY,12504-5000,111,25,22.52%,178,285949
002692,00270800,Barnard College,3009 Broadway,New York,NY,10027-6598,59,0,0%,12,79893
002983,00283600,Binghamton University,3600 Vestal Parkway East,Binghamton,NY,13902-6000,387,33,8.53%,593,828843
002712,00267700,Brooklyn Law School,250 Joralemon Street,Brooklyn,NY,11201-3798,62,2,3.23%,37,84648
002757,02506100,CUNY City University of New York - Central,205 East 42nd Street 7th floor,New York,NY,10017-5701,1723,242,14.05%,8720,16409999
002716,00268100,Canisius College,2001 Main Street,Buffalo,NY,14208-1098,156,10,6.41%,546,925115
002725,00269900,Clarkson University,8 Clarkson Avenue,Potsdam,NY,13699-1403,156,17,10.9%,221,600603
002728,00270100,Colgate University,13 Oak Drive,Hamilton,NY,13346-1386,68,7,10.29%,49,260685
002730,00270300,College of Mount Saint Vincent,6301 Riverdale Avenue,Riverdale,NY,10471-1093,72,21,29.17%,196,271061
002731,00270400,College of New Rochelle (The),29 Castle Place,New Rochelle,NY,10805-2339,188,34,18.09%,501,1423796
002733,00270500,College of Saint Rose,432 Western Avenue,Albany,NY,12203-1490,87,11,12.64%,58,127082
002737,00270700,Columbia University in the City of New York,210  Kent Hall,New York,NY,10027-0000,1315,82,6.24%,1799,7511068
002747,00271000,Cooper Union for the Advancement of Science & Art (The),30 Cooper Square,New York,NY,10003-7120,10,5,50%,19,63086
002748,00271100,Cornell University,300 Day Hall,Ithaca,NY,14853-2801,834,17,2.04%,318,1219809
002751,00730400,Culinary Institute of America,1946 Campus Drive,Hyde Park,NY,12538-1499,154,30,19.48%,211,448648
002780,00271200,D'Youville College,320 Porter Avenue,Buffalo,NY,14201-1084,167,10,5.99%,235,348838
002942,00280800,Daemen College,4380 Main Street,Amherst,NY,14226-3592,146,20,13.7%,396,562274
002772,00271300,Dominican College of Blauvelt,470 Western Highway,Orangeburg,NY,10962-1210,49,19,38.78%,65,122139
002773,00266700,Dowling College,Idle Hour Boulevard,Oakdale,NY,11769-1999,68,15,22.06%,392,695035
002779,00286400,Dutchess Community College,53 Pendell Road,Poughkeepsie,NY,12601-1595,52,21,40.38%,77,125932
002788,00271800,Elmira College,One Park Place,Elmira,NY,14901-2099,59,5,8.47%,182,445255
002793,00286600,Fashion Institute of Technology,7th Avenue at 27th Street,New York,NY,10001-5992,150,11,7.33%,190,428071
002797,00272200,Fordham University,441 East Fordham Road,Bronx,NY,10458-5157,204,16,7.84%,657,1458561
007587,02540800,Globe Institute of Technology,500 Seventh Avenue,New York,NY,10018-4503,0,0,0%,12,16349
002806,00272800,Hamilton College,198 College Hill Road,Clinton,NY,13323-1218,126,8,6.35%,39,182014
002809,00272900,Hartwick College,One Hartwick Drive,Oneonta,NY,13820-4020,144,27,18.75%,201,609608
002812,00478800,Herkimer County Community College - SUNY Office of Community Colleges,100 Reservoir Road,Herkimer,NY,13350-1598,0,0,0%,101,87695
002813,00273500,Hilbert College,5200 South Park Avenue,Hamburg,NY,14075-1597,78,12,15.38%,44,55875
002814,00273100,Hobart and William Smith Colleges,337 Pulteney Street,Geneva,NY,14456-3397,64,3,4.69%,61,318537
002815,00273200,Hofstra University,101 Hofstra University,Hempstead,NY,11549-1010,274,19,6.93%,656,1359378
002817,00273400,Houghton College,1 Willard Avenue,Houghton,NY,14744-0128,113,8,7.08%,184,314843
002821,00273700,Iona College,715 North Avenue,New Rochelle,NY,10801-1890,71,12,16.9%,342,627995
002822,00737500,Island Drafting & Technical Institute,128 Broadway,Amityville,NY,11701-2704,26,4,15.38%,34,54479
002823,00273900,Ithaca College,953 Danby Road,Ithaca,NY,14850-7000,833,21,2.52%,248,470566
002828,00274200,Juilliard School (The),60 Lincoln Center Plaza,New York,NY,10023-6588,76,9,11.84%,13,68099
002832,00274400,Keuka College,141 Central Avenue,Keuka Park,NY,14478-0000,63,15,23.81%,249,379322
002836,00746600,LIM College,12 East 53rd Street,New York,NY,10022-5268,0,0,0%,4,28411
002839,00274800,Le Moyne College,1419 Salt Springs Road,Syracuse,NY,13214-1399,97,10,10.31%,189,368620
002843,00275100,Long Island University,University Center-LIU Post Campus,Brookville,NY,11548-1326,613,106,17.29%,894,1695105
002845,00275800,Manhattan College,Manhattan College Parkway,Riverdale,NY,10471-4098,83,12,14.46%,115,270042
002847,00275900,Manhattan School of Music,120 Claremont Avenue,New York,NY,10027-4689,32,3,9.38%,160,309286
002849,00276000,Manhattanville College,2900 Purchase Street,Purchase,NY,10577-2132,215,41,19.07%,302,365655
002851,00276300,Maria College,700 New Scotland Avenue,Albany,NY,12208-1798,51,9,17.65%,61,147199
002854,00276500,Marist College,3399 North Road,Poughkeepsie,NY,12601-1387,234,18,7.69%,252,667762
002856,00276900,Marymount Manhattan College,221 East 71st Street,New York,NY,10021-4597,0,0,0%,65,54007
002859,00277200,Mercy College,555 Broadway,Dobbs Ferry,NY,10522-1189,0,0,0%,48,165965
002861,00726400,Mesivta Torah Vodaath Rabbinical Seminary,425 East 9th Street,Brooklyn,NY,11218-5209,2,0,0%,0,0
002862,00397400,Mesivtha Tifereth Jerusalem of America,145 East Broadway,New York,NY,10002-6382,0,0,0%,6,20802
002870,00287100,Mohawk Valley Community College - SUNY Office of Community Colleges,1101 Sherman Drive,Utica,NY,13501-5394,111,15,13.51%,291,467881
002871,00277500,Molloy College,1000 Hempstead Avenue,Rockville Centre,NY,11570-1100,104,23,22.12%,168,287979
002874,00277800,Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,12550-3494,87,12,13.79%,51,77743
002764,00702600,Mount Sinai School of Medicine,One Gustave L Levy Place,New York,NY,10029-6500,39,3,7.69%,17,218169
002876,00287300,Nassau Community College,1 Education Drive,Garden City,NY,11530-6793,46,20,43.48%,68,108055
002878,00277900,Nazareth College of Rochester,4245 East Avenue,Rochester,NY,14618-3790,162,18,11.11%,69,99288
002879,02066200,New School  The,66 West 12th Street,New York,NY,10011-8603,146,37,25.34%,901,2001136
002736,01227700,New York Chiropractic College,2360 State Route 89,Seneca Falls,NY,13148-0800,72,2,2.78%,31,161700
002881,00274900,New York College of Podiatric Medicine,53 East 124th Street,New York,NY,10035-1940,31,1,3.23%,68,351381
002885,00278200,New York Institute of Technology,2 Northern Boulevard,Old Westbury,NY,11568-8000,893,155,17.36%,801,2068476
002886,00278300,New York Law School,185 West Broadway,New York,NY,10013-2960,85,10,11.76%,188,769072
002887,00278400,New York Medical College,40 Sunshine Cottage Road,Valhalla,NY,10595-1600,79,2,2.53%,127,384889
002892,00278500,New York University,70 Washington Square South,New York,NY,10012-1091,1812,132,7.28%,3766,11638582
002895,00278800,Niagara University,Lewiston Road,Niagara University,NY,14109-2010,297,26,8.75%,276,430422
002896,00711100,North Country Community College,23 Santanoni Avenue,Saranac Lake,NY,12983-2046,0,0,0%,50,32631
002897,00278900,Notre Dame College of St Johns University,300 Howard Avenue,Staten Island,NY,10301,0,0,0%,20,13552
002898,00279000,Nyack College,One South Boulevard,Nyack,NY,10960-3698,92,15,16.3%,180,217323
002903,00287600,Orange County Community College,115 South Street,Middletown,NY,10940-6441,38,8,21.05%,58,109651
008892,02104300,Otsego Delaware Schoharie Greene BOCES,2020 Jump Brook Road,Grand Gorge,NY,12134-0000,37,0,0%,0,0
002905,00279100,Pace University,One Pace Plaza,New York,NY,10038-1598,552,73,13.22%,980,2721781
002908,00279500,Paul Smith's College of Arts & Sciences,Route 86 & 30,Paul Smiths,NY,12970-0000,91,15,16.48%,146,235456
002911,00279600,Polytechnic Institute of New York University,6 Metrotech Center,Brooklyn,NY,11201-3840,149,13,8.72%,363,840059
002913,00279800,Pratt Institute,200 Willoughby Avenue,Brooklyn,NY,11205-3899,254,44,17.32%,1756,3118838
002926,00397800,Rabbinical Seminary of America,76-01 147th Street,Flushing,NY,11367-3148,0,0,0%,6,8328
002934,00280300,Rensselaer Polytechnic Institute,110 Eighth Street,Troy,NY,12180-3590,523,10,1.91%,268,1278502
002938,00280500,Roberts Wesleyan College,2301 Westside Drive,Rochester,NY,14624-1997,169,19,11.24%,255,395378
002940,00280600,Rochester Institute of Technology,1 Lomb Memorial Drive,Rochester,NY,14623-5608,937,72,7.68%,1166,4372966
002941,00287700,Rockland Community College,145 College Road,Suffern,NY,10901-3611,0,0,0%,71,38244
002988,00284100,SUNY College at Brockport,350 New Campus Drive,Brockport,NY,14420-2914,369,34,9.21%,771,1176206
002989,00284200,SUNY College at Buffalo,1300 Elmwood Avenue,Buffalo,NY,14222-1095,313,30,9.58%,886,1960412
002990,00284300,SUNY College at Cortland,Miller Administration Building,Cortland,NY,13045-0900,193,15,7.77%,185,261101
002992,00284500,SUNY College at Geneseo,1 College Circle,Geneseo,NY,14454-1401,231,11,4.76%,261,403859
002994,00710900,SUNY College at Old Westbury,Route 107,Old Westbury,NY,11568-0210,58,8,13.79%,144,137071
002995,00284700,SUNY College at Oneonta,Ravine Parkway,Oneonta,NY,13820-4015,323,29,8.98%,527,1108185
002996,00284800,SUNY College at Oswego,7060 State Route 104,Oswego,NY,13126-3599,354,38,10.73%,624,890184
002998,00679100,SUNY College at Purchase,735 Anderson Hill Road,Purchase,NY,10577-1400,67,10,14.93%,173,280368
002978,00285600,SUNY College of Agriculture & Technology at Cobleskill,106 Suffolk Circle,Cobleskill,NY,12043-9986,134,13,9.7%,289,353515
002981,00285900,SUNY College of Agriculture & Technology at Morrisville,Whipple Administration Building,Morrisville,NY,13408-0901,75,15,20%,420,430826
002987,00285100,SUNY College of Environment Science & Forestry,1 Forestry Drive,Syracuse,NY,13210-2778,60,8,13.33%,62,135416
002971,00992900,SUNY College of Optometry,33 West 42nd Street,New York,NY,10036-8003,51,0,0%,6,12286
002976,00285400,SUNY College of Technology at Alfred,Alfred State College,Alfred,NY,14802-9951,255,39,15.29%,572,670420
002977,00285500,SUNY College of Technology at Canton,Cornell Drive,Canton,NY,13617-1098,172,31,18.02%,449,565965
002979,00285700,SUNY College of Technology at Delhi,2 Main Street,Delhi,NY,13753-1190,170,30,17.65%,365,456862
002789,01028600,SUNY Empire State College,Two Union Avenue,Saratoga Springs,NY,12866-4391,35,3,8.57%,93,182213
003000,00285300,SUNY Maritime College,6 Pennyfield Avenue,Bronx,NY,10465-4198,61,10,16.39%,104,217508
003033,00288100,SUNY Westchester Community College,75 Grasslands Road,Valhalla,NY,10595-1698,0,0,0%,204,212816
002991,00284400,SUNY at Fredonia,280 Central Avenue,Fredonia,NY,14063-1145,296,27,9.12%,441,650289
002943,00281000,Sage Colleges,65 First Street,Troy,NY,12180-4199,179,33,18.44%,417,748303
002949,00282000,Saint Francis College,180 Remsen Street,Brooklyn Heights,NY,11201-4398,41,14,34.15%,76,150466
002951,00282100,Saint John Fisher College,3690 East Avenue,Rochester,NY,14618-3597,253,15,5.93%,309,414767
002952,00282300,Saint John's University,8000 Utopia Parkway,Jamaica,NY,11439-1343,419,51,12.17%,1432,3959372
002953,00282500,Saint Joseph's College,245 Clinton Avenue,Brooklyn,NY,11205-3688,53,8,15.09%,50,173753
002955,00283200,Saint Thomas Aquinas College,125 Route 340,Sparkill,NY,10976-1050,48,4,8.33%,51,71523
002958,00281300,Sarah Lawrence College,One Mead Way,Bronxville,NY,10708-5999,89,4,4.49%,81,222075
002961,00678500,Schenectady County Community College,78 Washington Avenue,Schenectady,NY,12305-2294,0,0,0%,75,65040
002963,00746800,School of Visual Arts,209 East 23rd Street,New York,NY,10010-3994,190,28,14.74%,534,911889
002966,00281600,Siena College,515 Loudon Road,Loudonville,NY,12211-1462,163,22,13.5%,64,176344
002967,00281400,Skidmore College,815 North Broadway,Saratoga Springs,NY,12866-1632,36,2,5.56%,103,458315
002947,00281700,St. Bonaventure University,3261 West State Road,St. Bonaventure,NY,14778-2284,178,20,11.24%,280,491185
002954,00282900,St. Lawrence University,Romoda Drive,Canton,NY,13617-1455,51,4,7.84%,78,295255
002997,00284900,State University of New York College at Plattsburgh,101 Broad Street,Plattsburgh,NY,12901-2681,136,17,12.5%,283,456396
002985,00285000,State University of New York College at Potsdam,44 Pierrepont Avenue,Potsdam,NY,13676-2294,201,22,10.95%,336,591886
002999,00283900,State University of New York Downstate Medical Center,450 Clarkson Avenue,Brooklyn,NY,11203-2098,273,8,2.93%,75,261091
002972,01167800,State University of New York Institute of Technology at Utica - Rome,100 Seymour Road,Utica,NY,13502-1311,50,3,6%,67,106450
003001,00284000,State University of New York Upstate Medical University,750 East Adams Street,Syracuse,NY,13210-2375,54,2,3.7%,20,55210
002982,00283500,State University of New York at Albany,1400 Washington Avenue,Albany,NY,12222-0001,504,49,9.72%,940,1833763
002984,00283700,State University of New York at Buffalo,501 Capen Hall,Buffalo,NY,14260-0001,1342,105,7.82%,1409,2173912
002980,00285800,State University of New York at Farmingdale,2350 Broadhollow Road  Route 110,Farmingdale,NY,11735-1021,179,27,15.08%,702,1139184
002993,00284600,State University of New York at New Paltz,75 South Manheim Boulevard,New Paltz,NY,12561-2499,228,21,9.21%,632,1002167
002986,00283800,State University of New York at Stony Brook,310 Administration Building,Stony Brook,NY,11794-0701,421,35,8.31%,721,1163577
002975,00287900,Sullivan County Community College - SUNY Office of Community Colleges,112 College Road,Loch Sheldrake,NY,12759-5151,81,31,38.27%,270,484571
003004,00288200,Syracuse University,Crouse Hinds Hall  Suite 600,Syracuse,NY,13244-2130,817,62,7.59%,532,1979656
003007,00397900,Teachers College  Columbia University,525 West 120th Street,New York,NY,10027-6696,69,6,8.7%,87,359456
003008,01103100,Technical Career Institutes,320 West 31st Street,New York,NY,10001-2789,3067,297,9.68%,0,0
003010,01014200,Touro College,27-33 West 23 Street,New York,NY,10010-4202,143,14,9.79%,185,280839
003016,00288900,Union College,807 Union Street,Schenectady,NY,12308-2311,68,4,5.88%,105,515963
003017,00289000,Union Theological Seminary,3041 Broadway,New York,NY,10027-5710,55,15,27.27%,89,335776
003020,00289400,University of Rochester,240 Wallis Hall,Rochester,NY,14627-9000,495,17,3.43%,268,842587
003021,00288300,Utica College,1600 Burrstone Road,Utica,NY,13502-4892,59,10,16.95%,158,200972
003023,00289500,Vassar College,124 Raymond Avenue,Poughkeepsie,NY,12604-0008,127,2,1.57%,58,189091
